OBJECTID,AreaSQKM,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,Shape_Length,Shape_Area,ACC_INDEX,SUMACCIDEN,INJTOTAL,DEAD,SEVER_INJ,SLIGH_INJ,INJ0_19,INJ20_64,INJ65_,PEDESTRINJ,TOTDRIVERS,VEHICLE,BICYCLE,MOTORCYCLE,PRIVATE,TRUCK,YEARMONTH
153,38.72672873,נווה אטיב,4303,מועצה אזורית,צפון,גולן,5571,31204.57671,38726728.73,0.903768564,35,73,2,3,68,18,50,5,2,48,48,0,4,31,2,202012
154,28.733856,נטור,4014,מועצה אזורית,צפון,גולן,5571,21515.02284,28733856,0.104406453,3,5,0,0,5,0,5,0,0,4,4,0,1,3,0,202012
155,39.47927153,עין זיון,4503,מועצה אזורית,צפון,גולן,5571,30356.79985,39479271.53,0.455935464,18,31,0,1,30,4,23,4,0,26,26,0,1,19,2,202012
156,32.48196136,קדמת צבי,4025,מועצה אזורית,צפון,גולן,5571,24002.57773,32481961.36,1.077521139,35,58,2,1,55,12,38,7,2,53,53,1,3,29,0,202012
157,54.93484259,קלע,4024,מועצה אזורית,צפון,גולן,5571,34998.65024,54934842.59,0.673525185,37,67,1,3,63,8,52,6,0,55,55,1,4,37,1,202012
158,58.8011132,קשת,4006,מועצה אזורית,צפון,גולן,5571,33767.65552,58801113.2,0.22108425,13,18,0,0,18,4,11,2,0,17,17,1,2,8,0,202012
159,21.48555236,רמות,4702,מועצה אזורית,צפון,גולן,5571,20840.7393,21485552.36,1.117029695,24,50,1,0,49,16,29,4,0,37,37,0,1,28,0,202012
160,9.335955035,רמת מגשימים,4701,מועצה אזורית,צפון,גולן,5571,13229.48839,9335955.035,0.964014926,9,17,0,1,16,6,9,2,1,14,14,0,0,7,3,202012
161,88.97994217,שטח כללי - גולן,5571,מועצה אזורית,צפון,גולן,5571,103530.2727,88979942.17,0.775455662,69,144,1,6,137,23,112,9,0,102,102,2,1,75,3,202012
162,87.37004903,שעל,4009,מועצה אזורית,צפון,גולן,5571,46522.85036,87370049.03,0.057227849,5,7,0,0,7,2,4,1,0,6,6,0,0,3,2,202012
163,7.061135217,גוש חלב (ג'יש),487,מועצה מקומית,צפון,גוש חלב (גיש),487,17705.18262,7061135.217,7.789115816,55,107,1,8,98,20,78,8,0,93,93,2,2,64,4,202012
164,0.596675215,בית חשמונאי,1050,מועצה אזורית,מרכז,גזר,5530,3503.38629,596675.2149,13.40762914,8,8,0,1,7,0,8,0,1,13,13,1,0,7,2,202012
165,3.749826696,בית עוזיאל,301,מועצה אזורית,מרכז,גזר,5530,8538.98696,3749826.696,4.000184866,15,18,0,0,18,2,15,1,0,33,33,0,0,24,4,202012
166,5.71006448,גזר,370,מועצה אזורית,מרכז,גזר,5530,11976.13502,5710064.48,1.050776225,6,8,0,1,7,2,6,0,0,11,11,0,3,7,1,202012
167,0.36162622,גני הדר,1103,מועצה אזורית,מרכז,גזר,5530,2715.653564,361626.2203,11.06114484,4,6,0,0,6,1,3,1,0,8,8,1,0,5,0,202012
168,2.672492346,גני יוחנן,862,מועצה אזורית,מרכז,גזר,5530,13636.38554,2672492.346,2.619277848,7,9,0,0,9,1,8,0,1,16,16,0,0,15,0,202012
169,8.286845501,חולדה,160,מועצה אזורית,מרכז,גזר,5530,13023.01198,8286845.501,3.740868585,31,47,0,3,44,9,30,8,7,50,50,2,3,30,3,202012
170,3.746534392,"יד רמב""ם",64,מועצה אזורית,מרכז,גזר,5530,9711.881542,3746534.392,31.76268721,119,256,2,11,243,27,202,26,2,279,279,0,7,196,31,202012
171,2.493808154,יציץ,759,מועצה אזורית,מרכז,גזר,5530,8057.368355,2493808.154,6.415890482,16,23,1,2,20,6,17,0,0,27,27,1,2,17,3,202012
172,2.861640587,ישרש,828,מועצה אזורית,מרכז,גזר,5530,8865.908303,2861640.587,52.06803421,149,238,3,5,230,43,170,23,3,319,319,2,14,242,15,202012
173,3.292692894,כפר בילו,177,מועצה אזורית,מרכז,גזר,5530,8956.735943,3292692.894,51.93317612,171,245,1,4,240,21,201,21,8,375,375,3,12,315,5,202012
174,4.869770637,כפר בן נון,2010,מועצה אזורית,מרכז,גזר,5530,10709.57567,4869770.637,0.410696961,2,2,0,0,2,0,2,0,0,4,4,1,0,3,0,202012
175,5.045241934,כפר שמואל,743,מועצה אזורית,מרכז,גזר,5530,11917.17668,5045241.934,18.63141575,94,156,2,10,144,19,125,10,2,176,176,0,5,138,8,202012
176,1.604019313,כרמי יוסף,1264,מועצה אזורית,מרכז,גזר,5530,6230.780585,1604019.313,9.351508352,15,21,0,1,20,1,16,4,1,23,23,0,7,12,0,202012
177,4.577390714,מצליח,757,מועצה אזורית,מרכז,גזר,5530,12374.44587,4577390.714,11.36018384,52,62,0,0,62,10,48,3,1,97,97,1,6,75,2,202012
178,3.260166155,משמר איילון,670,מועצה אזורית,מרכז,גזר,5530,12076.51401,3260166.155,4.907725324,16,23,0,0,23,1,14,7,1,25,25,4,0,13,0,202012
179,6.744038676,משמר דוד,563,מועצה אזורית,מרכז,גזר,5530,15863.39446,6744038.676,8.155350621,55,104,0,6,98,16,76,11,4,109,109,3,4,88,5,202012
180,0.474795178,נוף איילון,1333,מועצה אזורית,מרכז,גזר,5530,3952.614026,474795.1785,12.63702807,6,8,0,0,8,1,6,1,2,8,8,0,0,8,0,202012
181,10.48493284,נען,158,מועצה אזורית,מרכז,גזר,5530,19322.92362,10484932.84,11.63574454,122,185,1,3,181,27,144,11,6,255,255,3,10,190,11,202012
182,2.53572012,נצר סירני,435,מועצה אזורית,מרכז,גזר,5530,9313.657882,2535720.12,4.732383477,12,15,0,0,15,3,11,1,0,20,20,0,1,12,3,202012
183,3.845858044,סתריה,610,מועצה אזורית,מרכז,גזר,5530,9648.275643,3845858.044,22.36171981,86,142,0,1,141,24,110,7,1,190,190,0,9,154,7,202012
184,3.371027145,עזריה,711,מועצה אזורית,מרכז,גזר,5530,11154.06264,3371027.145,3.856391373,13,18,0,0,18,3,14,1,0,22,22,3,0,11,1,202012
185,2.937015344,פדיה,838,מועצה אזורית,מרכז,גזר,5530,8552.881334,2937015.344,2.042890246,6,7,0,0,7,2,4,1,1,12,12,1,0,8,0,202012
186,3.563373948,פתחיה,839,מועצה אזורית,מרכז,גזר,5530,11330.99582,3563373.948,9.822151846,35,68,0,3,65,9,52,7,0,68,68,1,4,50,5,202012
187,3.111142323,רמות מאיר,735,מועצה אזורית,מרכז,גזר,5530,8504.315441,3111142.323,1.285701387,4,5,0,0,5,0,5,0,0,9,9,0,0,7,0,202012
188,19.00836382,שטח כללי - גזר,5530,מועצה אזורית,מרכז,גזר,5530,54501.9569,19008363.82,5.155625224,98,192,2,15,175,32,148,10,1,204,204,1,8,141,19,202012
189,4.813875985,שעלבים,856,מועצה אזורית,מרכז,גזר,5530,14251.56274,4813875.985,12.6717016,61,133,1,4,128,27,92,11,1,133,133,0,4,102,7,202012
190,11.45268266,גן יבנה,166,מועצה מקומית,מרכז,גן יבנה,166,21045.71635,11452682.66,50.73047227,581,802,5,17,780,142,592,50,43,1114,1114,28,52,847,47,202012
191,0.388620215,אירוס,1336,מועצה אזורית,מרכז,גן רוה,5527,4645.417559,388620.2152,2.573206336,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,202012
192,8.012594912,בית חנן,159,מועצה אזורית,מרכז,גן רוה,5527,26257.66539,8012594.912,11.7315303,94,148,1,1,146,16,123,9,0,195,195,1,7,155,12,202012
193,1.777001649,בית עובד,202,מועצה אזורית,מרכז,גן רוה,5527,9651.078939,1777001.649,15.19413334,27,40,0,0,40,0,35,4,0,49,49,0,2,41,0,202012
194,4.106622329,גאליה,853,מועצה אזורית,מרכז,גן רוה,5527,9690.276232,4106622.329,22.15933015,91,155,1,6,148,15,125,15,2,183,183,5,10,140,10,202012
195,3.020743652,גן שורק,311,מועצה אזורית,מרכז,גן רוה,5527,10554.51151,3020743.652,9.600285008,29,48,5,3,40,7,39,0,9,53,53,1,2,44,2,202012
196,4.363494647,כפר הנגיד,582,מועצה אזורית,מרכז,גן רוה,5527,11285.44196,4363494.647,21.31319218,93,135,2,3,130,13,110,12,0,202,202,1,6,165,10,202012
197,1.961074517,נטעים,174,מועצה אזורית,מרכז,גן רוה,5527,7470.644784,1961074.517,2.039698117,4,5,0,0,5,0,4,1,0,8,8,0,0,7,0,202012
198,0.485849298,עיינות,156,מועצה אזורית,מרכז,גן רוה,5527,2968.85905,485849.2978,166.7183638,81,113,0,3,110,7,92,14,0,173,173,0,11,129,9,202012
199,14.0539741,פלמחים,597,מועצה אזורית,מרכז,גן רוה,5527,26019.68853,14053974.1,7.400042099,104,170,0,5,165,32,127,9,5,188,188,1,18,141,6,202012
200,5.221242624,שטח כללי - גן רוה,5527,מועצה אזורית,מרכז,גן רוה,5527,30740.56147,5221242.624,6.703385098,35,65,0,1,64,8,53,3,1,62,62,0,4,53,1,202012
201,2.110411384,גני תקווה,229,מועצה מקומית,מרכז,גני תקווה,229,6780.507909,2110411.384,73.44539608,155,174,0,8,166,29,102,38,38,242,242,11,30,154,7,202012
202,9.439686539,דאלית אל כרמל,494,מועצה מקומית,חיפה,דאלית אל כרמל,494,21654.60632,9439686.539,36.75969521,347,552,1,18,533,138,384,29,42,602,602,15,19,458,26,202012
203,5.515230618,דבוריה,489,מועצה מקומית,צפון,דבוריה,489,12282.44069,5515230.618,43.51585937,240,411,2,13,396,105,293,13,18,418,418,6,4,315,13,202012
204,220.4556046,דימונה,2200,עירייה,דרום,דימונה,2200,115118.638,220455604.6,2.562874285,565,821,10,24,787,141,607,62,120,949,949,25,35,586,33,202012
205,5.137929011,דיר אל אסד,490,מועצה מקומית,צפון,דיר אל אסד,490,15635.26629,5137929.011,79.21479629,407,843,2,7,834,184,626,28,40,706,706,6,9,550,12,202012
206,8.917491038,דיר חנא,492,מועצה מקומית,צפון,דיר חנא,492,16284.95287,8917491.038,53.60252093,478,1087,2,15,1070,253,798,32,33,819,819,4,3,593,12,202012
207,4.200446576,אייל,716,מועצה אזורית,מרכז,דרום השרון,5520,10972.14399,4200446.576,72.13518718,303,473,2,11,460,54,401,17,11,622,622,0,13,452,30,202012
208,2.577256196,אלישמע,841,מועצה אזורית,מרכז,דרום השרון,5520,8053.853986,2577256.196,24.83261078,64,99,0,4,95,12,74,10,2,129,129,1,10,101,3,202012
209,3.717832977,גבעת השלושה,870,מועצה אזורית,מרכז,דרום השרון,5520,14349.84209,3717832.977,79.0783238,294,454,5,8,441,50,368,30,5,597,597,9,23,430,41,202012
210,1.349477935,גבעת חן,207,מועצה אזורית,מרכז,דרום השרון,5520,5995.960791,1349477.935,15.56157345,21,36,0,3,33,4,31,1,0,40,40,2,4,29,2,202012
211,1.630622596,גן חיים,239,מועצה אזורית,מרכז,דרום השרון,5520,9677.146637,1630622.596,5.519364212,9,12,0,0,12,1,11,0,0,18,18,0,0,15,1,202012
212,0.501714112,גני עם,218,מועצה אזורית,מרכז,דרום השרון,5520,4045.419596,501714.1121,3.986333953,2,2,0,0,2,0,1,1,0,4,4,0,1,3,0,202012
213,0.702656114,גת רימון,128,מועצה אזורית,מרכז,דרום השרון,5520,4856.041892,702656.1141,64.04270752,45,61,1,2,58,7,48,6,0,88,88,2,11,57,4,202012
214,2.896855946,חגור,717,מועצה אזורית,מרכז,דרום השרון,5520,10389.17046,2896855.946,27.96134896,81,133,1,3,129,20,96,16,1,162,162,4,12,117,6,202012
215,2.289767651,חורשים,355,מועצה אזורית,מרכז,דרום השרון,5520,12248.79418,2289767.651,28.82388524,66,91,0,1,90,8,75,5,0,121,121,0,10,82,8,202012
216,3.630880996,ירחיב,718,מועצה אזורית,מרכז,דרום השרון,5520,11298.09068,3630880.996,16.2494998,59,99,3,3,93,14,74,8,5,121,121,0,3,92,3,202012
217,0.862423335,ירקונה,183,מועצה אזורית,מרכז,דרום השרון,5520,7416.723323,862423.335,11.59523356,10,12,0,1,11,3,8,1,0,19,19,1,3,9,1,202012
218,1.060270305,כפר מלל,98,מועצה אזורית,מרכז,דרום השרון,5520,7754.675211,1060270.305,12.26102433,13,15,0,0,15,2,10,2,0,23,23,2,2,15,0,202012
219,2.321477881,כפר סירקין,249,מועצה אזורית,מרכז,דרום השרון,5520,9060.234249,2321477.881,18.52268348,43,80,0,5,75,8,62,8,1,87,87,1,10,58,3,202012
220,2.760959917,מגשימים,722,מועצה אזורית,מרכז,דרום השרון,5520,7997.879345,2760959.917,28.25104396,78,114,1,11,102,10,93,9,2,153,153,0,19,98,7,202012
221,2.493063168,מעש,230,מועצה אזורית,מרכז,דרום השרון,5520,10778.35414,2493063.168,40.11129813,100,135,2,9,124,24,100,8,8,188,188,6,31,123,8,202012
222,0.576368638,מתן,1315,מועצה אזורית,מרכז,דרום השרון,5520,4307.203353,576368.6376,17.35000718,10,14,0,0,14,9,5,0,3,18,18,3,3,10,1,202012
223,4.149035564,נוה ירק,858,מועצה אזורית,מרכז,דרום השרון,5520,10706.9876,4149035.564,8.19467548,34,49,1,1,47,4,37,8,1,65,65,0,7,46,1,202012
224,3.957260461,נווה ימין,686,מועצה אזורית,מרכז,דרום השרון,5520,9617.169867,3957260.461,23.24840655,92,131,2,3,126,13,99,15,4,183,183,3,8,117,10,202012
225,4.497817357,נחשונים,705,מועצה אזורית,מרכז,דרום השרון,5520,13550.34076,4497817.357,82.26212196,370,588,0,14,574,84,467,21,3,770,770,3,42,547,65,202012
226,3.559157179,ניר אליהו,808,מועצה אזורית,מרכז,דרום השרון,5520,10571.39229,3559157.179,22.47723154,80,135,3,9,123,19,105,9,4,159,159,1,9,115,10,202012
227,0.46070088,נירית,1236,מועצה אזורית,מרכז,דרום השרון,5520,3034.479373,460700.8801,2.170605795,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,202012
228,2.204640909,עדנים,2035,מועצה אזורית,מרכז,דרום השרון,5520,12839.78887,2204640.909,20.86507594,46,63,0,1,62,6,51,5,1,90,90,0,12,66,1,202012
229,4.950998896,עינת,871,מועצה אזורית,מרכז,דרום השרון,5520,11576.96872,4950998.896,39.99192974,198,315,3,8,304,43,248,23,5,393,393,2,18,278,26,202012
230,2.813691934,צופית,198,מועצה אזורית,מרכז,דרום השרון,5520,13369.09145,2813691.934,15.28241222,43,65,0,4,61,15,46,3,3,71,71,1,8,52,1,202012
231,0.609995167,צור יצחק,1345,מועצה אזורית,מרכז,דרום השרון,5520,4279.385372,609995.1675,72.13171898,44,58,0,0,58,8,44,5,4,82,82,1,3,61,3,202012
232,3.564133948,צור נתן,1148,מועצה אזורית,מרכז,דרום השרון,5520,17872.32233,3564133.948,3.647449897,13,18,1,0,17,0,17,1,0,24,24,0,0,19,2,202012
233,2.11388219,רמות השבים,206,מועצה אזורית,מרכז,דרום השרון,5520,11205.19653,2113882.19,9.461265201,20,23,0,1,22,0,20,2,2,35,35,1,4,25,0,202012
234,4.57344853,רמת הכובש,184,מועצה אזורית,מרכז,דרום השרון,5520,11936.50691,4573448.53,11.58862938,53,66,0,0,66,7,57,2,0,107,107,2,1,87,1,202012
235,2.988691054,שדה ורבורג,284,מועצה אזורית,מרכז,דרום השרון,5520,14295.03137,2988691.054,7.026487388,21,35,0,0,35,4,31,0,1,41,41,0,3,32,2,202012
236,2.048514929,שדה חמד,2015,מועצה אזורית,מרכז,דרום השרון,5520,6617.13747,2048514.929,9.763170245,20,27,0,1,26,3,21,2,0,37,37,1,4,24,4,202012
237,20.24482121,שטח כללי - דרום השרון,5520,מועצה אזורית,מרכז,דרום השרון,5520,120845.9633,20244821.21,20.05451151,406,589,1,22,566,82,451,44,36,758,758,13,36,522,37,202012
238,3.425120078,אביטל,2052,מועצה אזורית,צפון,הגלבוע,5508,12204.05136,3425120.078,23.64880593,81,201,0,5,196,41,151,8,0,165,165,0,5,125,11,202012
239,2.922746808,אדירים,113,מועצה אזורית,צפון,הגלבוע,5508,10861.91732,2922746.808,4.79001464,14,28,0,1,27,4,19,3,0,25,25,0,0,17,0,202012
240,0.171103379,אומן,1108,מועצה אזורית,צפון,הגלבוע,5508,1762.978156,171103.3794,17.53325977,3,4,0,0,4,2,2,0,2,4,4,0,1,2,0,202012
241,11.85827881,בית אלפא,95,מועצה אזורית,צפון,הגלבוע,5508,41518.13965,11858278.81,1.011951244,12,25,3,4,18,4,20,1,0,21,21,0,1,15,2,202012
242,16.66128581,בית השיטה,242,מועצה אזורית,צפון,הגלבוע,5508,43588.4769,16661285.81,2.760891357,46,74,1,1,72,12,56,6,2,90,90,1,2,64,7,202012
243,3.013573056,ברק,141,מועצה אזורית,צפון,הגלבוע,5508,11548.68185,3013573.056,0.995496025,3,4,0,0,4,1,3,0,0,6,6,1,0,4,0,202012
244,9.071890936,גבע,86,מועצה אזורית,צפון,הגלבוע,5508,33193.59573,9071890.936,3.306918063,30,74,0,3,71,11,59,4,1,64,64,0,2,46,5,202012
245,3.603348311,גדיש,145,מועצה אזורית,צפון,הגלבוע,5508,11507.55932,3603348.311,5.272873549,19,34,0,2,32,5,24,5,1,35,35,0,3,25,3,202012
246,0.063055761,גדעונה,442,מועצה אזורית,צפון,הגלבוע,5508,1271.698087,63055.76135,31.71795816,2,2,0,0,2,0,2,0,0,2,2,1,1,0,0,202012
247,2.47869739,גן נר,1274,מועצה אזורית,צפון,הגלבוע,5508,8563.127082,2478697.39,9.682505052,24,30,0,0,30,5,22,3,2,38,38,0,3,30,0,202012
248,3.529947235,דבורה,146,מועצה אזורית,צפון,הגלבוע,5508,12713.83408,3529947.235,1.699742121,6,10,1,1,8,1,9,0,0,12,12,0,1,7,3,202012
249,0.214249134,חבר,1110,מועצה אזורית,צפון,הגלבוע,5508,2130.964687,214249.1342,46.67463435,10,15,0,0,15,2,11,2,1,18,18,1,0,13,1,202012
250,8.32005486,חפצי בה,90,מועצה אזורית,צפון,הגלבוע,5508,30280.27928,8320054.86,1.322106667,11,20,0,2,18,3,16,1,0,19,19,0,1,13,0,202012
251,3.85284398,טיבה,497,מועצה אזורית,צפון,הגלבוע,5508,9387.591194,3852843.98,2.595485322,10,15,0,0,15,1,12,0,1,17,17,1,0,12,0,202012
252,3.825873776,טמרה (יזרעאל(,547,מועצה אזורית,צפון,הגלבוע,5508,10525.5354,3825873.776,6.795833194,26,47,0,1,46,7,37,3,1,44,44,0,0,37,0,202012
253,7.654755759,יזרעאל,452,מועצה אזורית,צפון,הגלבוע,5508,15228.03265,7654755.759,7.185075753,55,114,0,4,110,18,85,11,4,104,104,0,5,76,4,202012
254,10.8513869,כפר יחזקאל,85,מועצה אזורית,צפון,הגלבוע,5508,18329.97775,10851386.9,2.303852976,25,55,2,4,49,10,41,4,0,57,57,1,3,41,3,202012
255,3.413211115,מגן שאול,1155,מועצה אזורית,צפון,הגלבוע,5508,19431.03193,3413211.115,5.273626328,18,61,0,5,56,17,41,3,0,36,36,0,0,29,1,202012
256,12.50245154,מולדת,269,מועצה אזורית,צפון,הגלבוע,5508,34598.1203,12502451.54,0.639874506,8,9,0,2,7,3,6,0,0,15,15,1,2,6,1,202012
257,3.11476471,מוקיבלה,635,מועצה אזורית,צפון,הגלבוע,5508,19358.84242,3114764.71,7.38418537,23,32,1,1,30,9,21,2,2,45,45,3,1,30,0,202012
258,3.364487978,מיטב,2054,מועצה אזורית,צפון,הגלבוע,5508,11655.69211,3364487.978,2.972220459,10,28,0,1,27,7,19,2,0,24,24,0,1,15,1,202012
259,0.152139294,מיטב,2054,מועצה אזורית,צפון,הגלבוע,5508,1580.488863,152139.2942,65.7292388,10,28,0,1,27,7,19,2,0,24,24,0,1,15,1,202012
260,2.193225549,מלאה,164,מועצה אזורית,צפון,הגלבוע,5508,7132.009814,2193225.549,0.455949458,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,202012
261,5.489237564,נאעורה,524,מועצה אזורית,צפון,הגלבוע,5508,11162.23575,5489237.564,8.744383794,48,76,2,4,70,11,60,5,1,81,81,0,0,55,3,202012
262,1.204849976,נורית,833,מועצה אזורית,צפון,הגלבוע,5508,5421.011741,1204849.976,4.149894261,5,5,0,0,5,1,4,0,1,7,7,0,1,4,0,202012
263,2.224334663,ניר יפה,165,מועצה אזורית,צפון,הגלבוע,5508,8645.038896,2224334.663,13.48717911,30,83,0,6,77,18,53,11,1,70,70,0,3,56,1,202012
264,14.17748886,עין חרוד איחוד,89,מועצה אזורית,צפון,הגלבוע,5508,59402.84997,14177488.86,2.821374109,40,67,4,1,62,6,56,5,0,68,68,0,2,46,5,202012
265,12.67106824,עין חרוד מאוחד,82,מועצה אזורית,צפון,הגלבוע,5508,50426.80112,12671068.24,2.762198051,35,78,0,1,77,16,59,3,1,69,69,0,2,45,3,202012
